dataset_id,table_id
cpool,smooth_mau20200922
cpool,smooth_mau20200923
cpool,smooth_mau20200924
cpool,smooth_mau20200925
cpool,smooth_mau20200926
cpool,smooth_mau20200927
cpool,smooth_mau20200928
cpool,smooth_mau20200929
cpool,smooth_mau20200930
cpool,smooth_mau20201001
cpool,smooth_mau20201002
cpool,smooth_mau20201003
cpool,smooth_mau20201004
cpool,smooth_mau20201005
cpool,smooth_mau20201006
cpool,smooth_mau20201007
cpool,smooth_mau20201008
cpool,smooth_mau20201009
cpool,smooth_mau20201010
cpool,smooth_mau20201011
cpool,smooth_mau20201012
cpool,smooth_mau20201013
cpool,smooth_mau20201014
cpool,smooth_mau20201015
cpool,smooth_mau20201016
cpool,smooth_mau20201017
cpool,smooth_mau20201018
cpool,smooth_mau20201019
cpool,smooth_mau20201020
cpool,smooth_mau20201021
cpool,smooth_mau20201022
cpool,smooth_mau20201023
cpool,smooth_mau20201024
cpool,smooth_mau20201025
cpool,smooth_mau20201026
cpool,smooth_mau20201027
cpool,smooth_mau20201028
cpool,smooth_mau20201029
cpool,smooth_mau20201030
cpool,smooth_mau20201031
cpool,smooth_mau20201101
cpool,smooth_mau20201102
cpool,smooth_mau20201103
cpool,smooth_mau20201104
cpool,smooth_mau20201105
cpool,smooth_mau20201106
cpool,smooth_mau20201107
cpool,smooth_mau20201108
cpool,smooth_mau20201109
cpool,smooth_mau20201110
cpool,smooth_mau20201111
cpool,smooth_mau20201112
cpool,smooth_mau20201113
cpool,smooth_mau20201114
cpool,smooth_mau20201115
cpool,smooth_mau20201116
cpool,smooth_mau20201117
cpool,smooth_mau20201118
cpool,smooth_mau20201119
cpool,smooth_mau20201120
cpool,smooth_mau20201121
cpool,smooth_mau20201122
cpool,smooth_mau20201123
cpool,smooth_mau20201124
cpool,smooth_mau20201125
cpool,smooth_mau20201126
cpool,smooth_mau20201127
cpool,smooth_mau20201128
cpool,smooth_mau20201129
cpool,smooth_mau20201130
cpool,smooth_mau20201201
cpool,smooth_mau20201202
cpool,smooth_mau20201203
cpool,smooth_mau20201204
cpool,smooth_mau20201205
cpool,smooth_mau20201206
cpool,smooth_mau20201207
cpool,smooth_mau20201208
cpool,smooth_mau20201209
cpool,smooth_mau20201210
cpool,smooth_mau20201211
cpool,smooth_mau20201212
cpool,smooth_mau20201213
cpool,smooth_mau20201214
cpool,smooth_mau20201215
cpool,smooth_mau20201216
cpool,smooth_mau20201217
cpool,smooth_mau20201218
cpool,smooth_mau20201219
cpool,smooth_mau20201220
cpool,smooth_mau20201221
cpool,smooth_mau20201222
cpool,smooth_mau20201223
cpool,smooth_mau20201224
cpool,smooth_mau20201225
cpool,smooth_mau20201226
cpool,smooth_mau20201227
cpool,smooth_mau20201228
cpool,smooth_mau20201229
cpool,smooth_mau20201230
cpool,smooth_mau20201231
cpool,smooth_mau20210101
cpool,smooth_mau20210102
cpool,smooth_mau20210103
cpool,smooth_mau20210104
cpool,smooth_mau20210105
cpool,smooth_mau20210106
cpool,smooth_mau20210107
cpool,smooth_mau20210108
cpool,smooth_mau20210109
cpool,smooth_mau20210110
cpool,smooth_mau20210111
cpool,smooth_mau20210112
cpool,smooth_mau20210113
cpool,smooth_mau20210114
cpool,smooth_mau20210115
cpool,smooth_mau20210116
cpool,smooth_mau20210117
cpool,smooth_mau20210118
cpool,smooth_mau20210119
cpool,smooth_mau20210120
cpool,smooth_mau20210121
cpool,smooth_mau20210122
cpool,smooth_mau20210123
cpool,smooth_mau20210124
cpool,smooth_mau20210125
cpool,smooth_mau20210126
cpool,smooth_mau20210127
cpool,smooth_mau20210128
cpool,smooth_mau20210129
cpool,smooth_mau20210130
cpool,smooth_mau20210131
cpool,smooth_mau20210201
cpool,smooth_mau20210202
cpool,smooth_mau20210203
cpool,smooth_mau20210204
cpool,smooth_mau20210205
cpool,smooth_mau20210206
cpool,smooth_mau20210207
cpool,smooth_mau20210208
cpool,smooth_mau20210209
cpool,smooth_mau20210210
cpool,smooth_mau20210211
cpool,smooth_mau20210212
cpool,smooth_mau20210213
cpool,smooth_mau20210214
cpool,smooth_mau20210215
cpool,smooth_mau20210216
cpool,smooth_mau20210217
cpool,smooth_mau20210218
cpool,smooth_mau20210219
cpool,smooth_mau20210220
cpool,smooth_mau20210221
cpool,smooth_mau20210222
cpool,smooth_mau20210223
cpool,smooth_mau20210224
cpool,smooth_mau20210225
cpool,smooth_mau20210226
cpool,smooth_mau20210227
cpool,smooth_mau20210228
cpool,smooth_mau20210301
cpool,smooth_mau20210302
cpool,smooth_mau20210303
cpool,smooth_mau20210304
cpool,smooth_mau20210305
cpool,smooth_mau20210306
cpool,smooth_mau20210307
cpool,smooth_mau20210308
cpool,smooth_mau20210309
cpool,smooth_mau20210310
cpool,smooth_mau20210311
cpool,smooth_mau20210312
cpool,smooth_mau20210313
cpool,smooth_mau20210314
cpool,smooth_mau20210315
cpool,smooth_mau20210316
cpool,smooth_mau20210317
cpool,smooth_mau20210318
cpool,smooth_mau20210319
cpool,smooth_mau20210320
cpool,smooth_mau20210321
cpool,smooth_mau20210322
cpool,smooth_mau20210323
cpool,smooth_mau20210324
cpool,smooth_mau20210325
cpool,smooth_mau20210326
cpool,smooth_mau20210327
cpool,smooth_mau20210328
cpool,smooth_mau20210329
cpool,smooth_mau20210330
cpool,smooth_mau20210331
cpool,smooth_mau20210401
cpool,smooth_mau20210402
cpool,smooth_mau20210403
cpool,smooth_mau20210404
cpool,smooth_mau20210405
cpool,smooth_mau20210406
cpool,smooth_mau20210407
cpool,smooth_mau20210408
cpool,smooth_mau20210409
cpool,smooth_mau20210410
cpool,smooth_mau20210411
cpool,smooth_mau20210412
cpool,smooth_mau20210413
cpool,smooth_mau20210414
cpool,smooth_mau20210415
cpool,smooth_mau20210416
cpool,smooth_mau20210417
cpool,smooth_mau20210418
cpool,smooth_mau20210419
cpool,smooth_mau20210420
cpool,smooth_mau20210421
cpool,smooth_mau20210422
cpool,smooth_mau20210423
cpool,smooth_mau20210424
cpool,smooth_mau20210425
cpool,smooth_mau20210426
cpool,smooth_mau20210427
cpool,smooth_mau20210428
cpool,smooth_mau20210429
cpool,smooth_mau20210430
cpool,smooth_mau20210501
cpool,smooth_mau20210502
cpool,smooth_mau20210503
cpool,smooth_mau20210504
cpool,smooth_mau20210505
cpool,smooth_mau20210506
cpool,smooth_mau20210507
cpool,smooth_mau20210508
cpool,smooth_mau20210509
cpool,smooth_mau20210510
cpool,smooth_mau20210511
cpool,smooth_mau20210512
cpool,smooth_mau20210513
cpool,smooth_mau20210514
cpool,smooth_mau20210515
cpool,smooth_mau20210516
cpool,smooth_mau20210517
cpool,smooth_mau20210518
cpool,smooth_mau20210519
cpool,smooth_mau20210520
cpool,smooth_mau20210521
cpool,smooth_mau20210522
cpool,smooth_mau20210523
cpool,smooth_mau20210524
cpool,smooth_mau20210525
cpool,smooth_mau20210526
cpool,smooth_mau20210527
cpool,smooth_mau20210528
cpool,smooth_mau20210529
cpool,smooth_mau20210530
cpool,smooth_mau20210531
cpool,smooth_mau20210601
cpool,smooth_mau20210602
cpool,smooth_mau20210603
cpool,smooth_mau20210604
cpool,smooth_mau20210605
cpool,smooth_mau20210606
cpool,smooth_mau20210607
cpool,smooth_mau20210608
cpool,smooth_mau20210609
cpool,smooth_mau20210610
cpool,smooth_mau20210611
cpool,smooth_mau20210612
cpool,smooth_mau20210613
cpool,smooth_mau20210614
cpool,smooth_mau20210615
